State,County,Year,Month,MME,CALC_BASE_WT_IN_GM,STNAME,fips,state,Population,Year_datetime,_merge,Opioid per capita,Months from Policy Change
AR,arkansas,2007,1,442562.676,391.446689,Arkansas,5001.0,AR,19315,2007-01-01,both,22.912900647165415,0
AR,arkansas,2007,2,461946.5625,404.727475,Arkansas,5001.0,AR,19315,2007-01-01,both,23.916467123996895,1
AR,arkansas,2007,3,475362.8235,405.801449,Arkansas,5001.0,AR,19315,2007-01-01,both,24.611070333937356,2
AR,arkansas,2007,4,443998.3875,396.596225,Arkansas,5001.0,AR,19315,2007-01-01,both,22.98723207351799,3
AR,arkansas,2007,5,508201.1625,445.603425,Arkansas,5001.0,AR,19315,2007-01-01,both,26.311217318146518,4
AR,arkansas,2007,6,581720.025,490.2773,Arkansas,5001.0,AR,19315,2007-01-01,both,30.117526533782037,5
AR,arkansas,2007,7,482899.65,425.6583,Arkansas,5001.0,AR,19315,2007-01-01,both,25.00127621019933,6
AR,arkansas,2007,8,534826.6125,475.007675,Arkansas,5001.0,AR,19315,2007-01-01,both,27.689702951074295,7
AR,arkansas,2007,9,439829.7375,380.952375,Arkansas,5001.0,AR,19315,2007-01-01,both,22.771407584778668,8
AR,arkansas,2007,10,534334.6125,471.602225,Arkansas,5001.0,AR,19315,2007-01-01,both,27.664230520320995,9
AR,arkansas,2007,11,534178.1625,467.411475,Arkansas,5001.0,AR,19315,2007-01-01,both,27.65613059798084,10
AR,arkansas,2007,12,515184.4875,455.455325,Arkansas,5001.0,AR,19315,2007-01-01,both,26.672766632151177,11
AR,arkansas,2008,1,547728.3375,490.823175,Arkansas,5001.0,AR,19146,2008-01-01,both,28.60797751488562,12
AR,ashley,2007,1,342720.375,315.15335,Arkansas,5003.0,AR,22258,2007-01-01,both,15.397626696019408,0
AR,ashley,2007,2,338907.9675,312.349405,Arkansas,5003.0,AR,22258,2007-01-01,both,15.226344123461228,1
AR,ashley,2007,3,396676.89386250003,352.531917575,Arkansas,5003.0,AR,22258,2007-01-01,both,17.821767178654866,2
AR,ashley,2007,4,356090.22750000004,327.29034,Arkansas,5003.0,AR,22258,2007-01-01,both,15.998302969718754,3
AR,ashley,2007,5,362700.6413625,340.631977575,Arkansas,5003.0,AR,22258,2007-01-01,both,16.295293438875913,4
AR,ashley,2007,6,391545.555,365.90583000000004,Arkansas,5003.0,AR,22258,2007-01-01,both,17.591228097762603,5
AR,ashley,2007,7,390542.025,371.4018,Arkansas,5003.0,AR,22258,2007-01-01,both,17.546141836643006,6
AR,ashley,2007,8,372455.35500000004,344.35028,Arkansas,5003.0,AR,22258,2007-01-01,both,16.733549959565103,7
AR,ashley,2007,9,418495.1213625,378.272257575,Arkansas,5003.0,AR,22258,2007-01-01,both,18.802009226457905,8
AR,ashley,2007,10,461670.825,426.03535,Arkansas,5003.0,AR,22258,2007-01-01,both,20.741792838529967,9
AR,ashley,2007,11,376439.4,349.99295,Arkansas,5003.0,AR,22258,2007-01-01,both,16.912543804474797,10
AR,ashley,2007,12,444748.4625,404.966475,Arkansas,5003.0,AR,22258,2007-01-01,both,19.98151058046545,11
AR,ashley,2008,1,415692.22500000003,378.93625000000003,Arkansas,5003.0,AR,22186,2008-01-01,both,18.736690931217886,12
AR,baxter,2007,1,1056092.6515875,855.265462725,Arkansas,5005.0,AR,41845,2007-01-01,both,25.238204124447364,0
AR,baxter,2007,2,1162908.249225,913.2075111500001,Arkansas,5005.0,AR,41845,2007-01-01,both,27.790853130003583,1
AR,baxter,2007,3,859598.8768625,720.601764575,Arkansas,5005.0,AR,41845,2007-01-01,both,20.542451352909545,2
AR,baxter,2007,4,963113.6365875,772.786662725,Arkansas,5005.0,AR,41845,2007-01-01,both,23.01621786563508,3
AR,baxter,2007,5,882435.4063125,752.863215875,Arkansas,5005.0,AR,41845,2007-01-01,both,21.088192288505198,4
AR,baxter,2007,6,886180.4717250001,736.04766615,Arkansas,5005.0,AR,41845,2007-01-01,both,21.17769080475565,5
AR,baxter,2007,7,1002643.323725,826.7156241499999,Arkansas,5005.0,AR,41845,2007-01-01,both,23.960887172302545,6
AR,baxter,2007,8,1277438.27595,1027.1965623,Arkansas,5005.0,AR,41845,2007-01-01,both,30.527859384633764,7
AR,baxter,2007,9,1006811.8003625,831.558013575,Arkansas,5005.0,AR,41845,2007-01-01,both,24.060504250507826,8
AR,baxter,2007,10,903025.1485875,760.651745725,Arkansas,5005.0,AR,41845,2007-01-01,both,21.580240138308042,9
AR,baxter,2007,11,1040597.434725,840.31409815,Arkansas,5005.0,AR,41845,2007-01-01,both,24.867903805114114,10
AR,baxter,2007,12,1141508.9168625,926.623204575,Arkansas,5005.0,AR,41845,2007-01-01,both,27.27945792478193,11
AR,baxter,2008,1,1270253.719725,1042.12271815,Arkansas,5005.0,AR,41946,2008-01-01,both,30.283071561650694,12
AR,benton,2007,1,5119918.284225,3927.41480615,Arkansas,5007.0,AR,210963,2007-01-01,both,24.269271314045593,0
AR,benton,2007,2,4063632.5625,3150.16768,Arkansas,5007.0,AR,210963,2007-01-01,both,19.262299846418568,1
AR,benton,2007,3,4571299.3755,3528.926817,Arkansas,5007.0,AR,210963,2007-01-01,both,21.668725679384536,2
AR,benton,2007,4,4073910.7568625,3189.161504575,Arkansas,5007.0,AR,210963,2007-01-01,both,19.31102021142333,3
AR,benton,2007,5,4731058.6418625,3712.898969575,Arkansas,5007.0,AR,210963,2007-01-01,both,22.4260113947114,4
AR,benton,2007,6,4214709.8295,3279.697853,Arkansas,5007.0,AR,210963,2007-01-01,both,19.97843142873395,5
AR,benton,2007,7,4416178.8203625,3455.480413575,Arkansas,5007.0,AR,210963,2007-01-01,both,20.933428233209142,6
AR,benton,2007,8,4431968.3325000005,3452.980565,Arkansas,5007.0,AR,210963,2007-01-01,both,21.008273168754712,7
AR,benton,2007,9,4223500.7998625,3287.122316575,Arkansas,5007.0,AR,210963,2007-01-01,both,20.02010210256064,8
AR,benton,2007,10,5353495.7113625,4115.774107575,Arkansas,5007.0,AR,210963,2007-01-01,both,25.376467491278092,9
AR,benton,2007,11,4878566.7825,3772.4669049999998,Arkansas,5007.0,AR,210963,2007-01-01,both,23.125224719500576,10
AR,benton,2007,12,4360762.0275,3433.166385,Arkansas,5007.0,AR,210963,2007-01-01,both,20.670743341249413,11
AR,benton,2008,1,5055847.648,3933.889532,Arkansas,5007.0,AR,219494,2008-01-01,both,23.0341041121853,12
AR,boone,2007,1,1014591.3300000001,813.10363,Arkansas,5009.0,AR,36653,2007-01-01,both,27.680990096308626,0
AR,boone,2007,2,967671.8985,770.785549,Arkansas,5009.0,AR,36653,2007-01-01,both,26.400892109786376,1
AR,boone,2007,3,1057041.9173625,828.897466575,Arkansas,5009.0,AR,36653,2007-01-01,both,28.83916507141298,2
AR,boone,2007,4,1096582.0125,866.765175,Arkansas,5009.0,AR,36653,2007-01-01,both,29.917933388808553,3
AR,boone,2007,5,1200100.0185,937.880944,Arkansas,5009.0,AR,36653,2007-01-01,both,32.74220441710092,4
AR,boone,2007,6,1092069.3338625,871.314132575,Arkansas,5009.0,AR,36653,2007-01-01,both,29.79481444527051,5
AR,boone,2007,7,1274998.8215,995.3404859999999,Arkansas,5009.0,AR,36653,2007-01-01,both,34.78566069625952,6
AR,boone,2007,8,1194600.075,945.73205,Arkansas,5009.0,AR,36653,2007-01-01,both,32.59215002864704,7
AR,boone,2007,9,1110912.6368625,868.146024575,Arkansas,5009.0,AR,36653,2007-01-01,both,30.30891432795406,8
AR,boone,2007,10,1134948.441,898.8508439999999,Arkansas,5009.0,AR,36653,2007-01-01,both,30.964680680981097,9
AR,boone,2007,11,1189942.761,943.837974,Arkansas,5009.0,AR,36653,2007-01-01,both,32.46508501350503,10
AR,boone,2007,12,1113541.116,877.667644,Arkansas,5009.0,AR,36653,2007-01-01,both,30.380626851826587,11
AR,boone,2008,1,1300083.4898625,1012.522826575,Arkansas,5009.0,AR,36863,2008-01-01,both,35.26797845705721,12
AR,bradley,2007,1,154722.7875,136.142825,Arkansas,5011.0,AR,11964,2007-01-01,both,12.932362713139419,0
AR,bradley,2007,2,93616.05,91.82305,Arkansas,5011.0,AR,11964,2007-01-01,both,7.824811935807422,1
AR,bradley,2007,3,148332.86250000002,130.066675,Arkansas,5011.0,AR,11964,2007-01-01,both,12.398266675025077,2
AR,bradley,2007,4,128396.8125,116.675075,Arkansas,5011.0,AR,11964,2007-01-01,both,10.73193016549649,3
AR,bradley,2007,5,129979.3875,119.647225,Arkansas,5011.0,AR,11964,2007-01-01,both,10.864208249749247,4
AR,bradley,2007,6,163972.761,148.716624,Arkansas,5011.0,AR,11964,2007-01-01,both,13.705513289869609,5
AR,bradley,2007,7,134287.23750000002,126.151525,Arkansas,5011.0,AR,11964,2007-01-01,both,11.224275952858576,6
AR,bradley,2007,8,176941.3065,158.926271,Arkansas,5011.0,AR,11964,2007-01-01,both,14.789477306920762,7
AR,bradley,2007,9,126381.45000000001,116.7441,Arkansas,5011.0,AR,11964,2007-01-01,both,10.563477933801405,8
AR,bradley,2007,10,153360.29700000002,139.926348,Arkansas,5011.0,AR,11964,2007-01-01,both,12.818480190571718,9
AR,bradley,2007,11,146378.9625,138.601825,Arkansas,5011.0,AR,11964,2007-01-01,both,12.234951730190572,10
AR,bradley,2007,12,131404.5675,118.125295,Arkansas,5011.0,AR,11964,2007-01-01,both,10.983330616850552,11
AR,bradley,2008,1,138668.397,129.627248,Arkansas,5011.0,AR,11899,2008-01-01,both,11.653785780317673,12
AR,calhoun,2007,1,114820.1625,98.795225,Arkansas,5013.0,AR,5473,2007-01-01,both,20.97938287959072,0
AR,calhoun,2007,2,63744.0345,62.928273000000004,Arkansas,5013.0,AR,5473,2007-01-01,both,11.647000639503014,1
AR,calhoun,2007,3,147151.386,128.219574,Arkansas,5013.0,AR,5473,2007-01-01,both,26.886787136853645,2
AR,calhoun,2007,4,92983.1955,78.031897,Arkansas,5013.0,AR,5473,2007-01-01,both,16.989438242280286,3
AR,calhoun,2007,5,128752.647,111.46369800000001,Arkansas,5013.0,AR,5473,2007-01-01,both,23.52505883427736,4
AR,calhoun,2007,6,115824.8955,104.459597,Arkansas,5013.0,AR,5473,2007-01-01,both,21.16296281746757,5
AR,calhoun,2007,7,138900.4785,112.023569,Arkansas,5013.0,AR,5473,2007-01-01,both,25.379221359400695,6
AR,calhoun,2007,8,137177.3955,122.226097,Arkansas,5013.0,AR,5473,2007-01-01,both,25.06438799561484,7
AR,calhoun,2007,9,94891.6455,86.215847,Arkansas,5013.0,AR,5473,2007-01-01,both,17.338140964735977,8
AR,calhoun,2007,10,115729.647,106.060948,Arkansas,5013.0,AR,5473,2007-01-01,both,21.145559473780377,9
AR,calhoun,2007,11,100285.42050000001,88.247747,Arkansas,5013.0,AR,5473,2007-01-01,both,18.323665357208114,10
AR,calhoun,2007,12,100038.85800000001,92.371622,Arkansas,5013.0,AR,5473,2007-01-01,both,18.278614653754797,11
AR,calhoun,2008,1,114788.505,100.59032,Arkansas,5013.0,AR,5324,2008-01-01,both,21.560575694966193,12
AR,carroll,2007,1,977907.636,752.838424,Arkansas,5015.0,AR,27278,2007-01-01,both,35.84968238140626,0
AR,carroll,2007,2,699699.642,560.051178,Arkansas,5015.0,AR,27278,2007-01-01,both,25.650694405748222,1
AR,carroll,2007,3,957086.1645,742.781553,Arkansas,5015.0,AR,27278,2007-01-01,both,35.08637599897353,2
AR,carroll,2007,4,1138082.799,855.0309159999999,Arkansas,5015.0,AR,27278,2007-01-01,both,41.721636446953596,3
AR,carroll,2007,5,1154219.0175,889.28296,Arkansas,5015.0,AR,27278,2007-01-01,both,42.31318342620427,4
AR,carroll,2007,6,1001086.8345,782.164973,Arkansas,5015.0,AR,27278,2007-01-01,both,36.699422043404944,5
AR,carroll,2007,7,1054973.409,805.719016,Arkansas,5015.0,AR,27278,2007-01-01,both,38.67488118630398,6
AR,carroll,2007,8,977682.4778625,769.987623575,Arkansas,5015.0,AR,27278,2007-01-01,both,35.841428178843756,7
AR,carroll,2007,9,906261.0593625,707.894194575,Arkansas,5015.0,AR,27278,2007-01-01,both,33.22314903447833,8
AR,carroll,2007,10,1067211.984225,830.10783115,Arkansas,5015.0,AR,27278,2007-01-01,both,39.12354220342401,9
AR,carroll,2007,11,1288203.2138625,984.927142575,Arkansas,5015.0,AR,27278,2007-01-01,both,47.224987677340714,10
AR,carroll,2007,12,1091812.4978625,852.2140685749999,Arkansas,5015.0,AR,27278,2007-01-01,both,40.02538668020016,11
AR,carroll,2008,1,1057620.4838625,834.176827575,Arkansas,5015.0,AR,27486,2008-01-01,both,38.47851574847195,12
AR,chicot,2007,1,304698.75,289.9065,Arkansas,5017.0,AR,12308,2007-01-01,both,24.75615453363666,0
AR,chicot,2007,2,268199.4375,247.916125,Arkansas,5017.0,AR,12308,2007-01-01,both,21.79065953038674,1
AR,chicot,2007,3,248573.175,240.28055,Arkansas,5017.0,AR,12308,2007-01-01,both,20.19606556711082,2
AR,chicot,2007,4,249509.5125,237.070575,Arkansas,5017.0,AR,12308,2007-01-01,both,20.272141087097822,3
AR,chicot,2007,5,285860.4735,270.940499,Arkansas,5017.0,AR,12308,2007-01-01,both,23.225582832304195,4
AR,chicot,2007,6,235236.975,226.4961,Arkansas,5017.0,AR,12308,2007-01-01,both,19.11252640558986,5
AR,chicot,2007,7,329929.1625,306.373625,Arkansas,5017.0,AR,12308,2007-01-01,both,26.806074301267465,6
AR,chicot,2007,8,282205.05,272.7918,Arkansas,5017.0,AR,12308,2007-01-01,both,22.928587097822554,7
AR,chicot,2007,9,265453.4625,254.359275,Arkansas,5017.0,AR,12308,2007-01-01,both,21.567554639259022,8
AR,chicot,2007,10,323338.8375,301.172875,Arkansas,5017.0,AR,12308,2007-01-01,both,26.27062378128047,9
AR,chicot,2007,11,354668.55,332.7043,Arkansas,5017.0,AR,12308,2007-01-01,both,28.816099285017874,10
AR,chicot,2007,12,293301.8625,282.207675,Arkansas,5017.0,AR,12308,2007-01-01,both,23.830180573610658,11
AR,chicot,2008,1,323840.1,299.18635,Arkansas,5017.0,AR,12045,2008-01-01,both,26.88585305105853,12
AR,clark,2007,1,518922.045225,431.86438015,Arkansas,5019.0,AR,23684,2007-01-01,both,21.910236667159264,0
AR,clark,2007,2,396137.4,335.17565,Arkansas,5019.0,AR,23684,2007-01-01,both,16.72595000844452,1
AR,clark,2007,3,442338.9038625,377.126102575,Arkansas,5019.0,AR,23684,2007-01-01,both,18.676697511505658,2
AR,clark,2007,4,361661.4788625,329.395152575,Arkansas,5019.0,AR,23684,2007-01-01,both,15.270287065635028,3
AR,clark,2007,5,448648.65,395.30725,Arkansas,5019.0,AR,23684,2007-01-01,both,18.943111383212297,4
AR,clark,2007,6,468909.420225,421.07378015,Arkansas,5019.0,AR,23684,2007-01-01,both,19.79857373015538,5
AR,clark,2007,7,582376.9815,476.437921,Arkansas,5019.0,AR,23684,2007-01-01,both,24.589468903056915,6
AR,clark,2007,8,438718.5,379.10165,Arkansas,5019.0,AR,23684,2007-01-01,both,18.523834656308058,7
AR,clark,2007,9,481564.3875,419.369975,Arkansas,5019.0,AR,23684,2007-01-01,both,20.332899320216182,8
AR,clark,2007,10,447099.3375,391.852775,Arkansas,5019.0,AR,23684,2007-01-01,both,18.87769538507009,9
AR,clark,2007,11,469680.9,412.3053,Arkansas,5019.0,AR,23684,2007-01-01,both,19.83114761020098,10
AR,clark,2007,12,426952.4625,371.257625,Arkansas,5019.0,AR,23684,2007-01-01,both,18.02704199037325,11
AR,clark,2008,1,412938.0,365.64795,Arkansas,5019.0,AR,23883,2008-01-01,both,17.29003893983168,12
AR,clay,2007,1,267569.1038625,232.209552575,Arkansas,5021.0,AR,16068,2007-01-01,both,16.652296730302464,0
AR,clay,2007,2,237460.3275,204.31224,Arkansas,5021.0,AR,16068,2007-01-01,both,14.778462005227782,1
AR,clay,2007,3,375164.4,298.69295,Arkansas,5021.0,AR,16068,2007-01-01,both,23.34854368932039,2
AR,clay,2007,4,213479.8913625,185.807827575,Arkansas,5021.0,AR,16068,2007-01-01,both,13.286027592886482,3
AR,clay,2007,5,257275.49850000002,219.091349,Arkansas,5021.0,AR,16068,2007-01-01,both,16.011669062733382,4
AR,clay,2007,6,305937.30086250004,257.233400575,Arkansas,5021.0,AR,16068,2007-01-01,both,19.040160621265873,5
AR,clay,2007,7,247099.0875,217.402525,Arkansas,5021.0,AR,16068,2007-01-01,both,15.378335044809559,6
AR,clay,2007,8,305688.307725,258.27820515,Arkansas,5021.0,AR,16068,2007-01-01,both,19.02466440907394,7
AR,clay,2007,9,226440.0375,203.377575,Arkansas,5021.0,AR,16068,2007-01-01,both,14.092608756534728,8
AR,clay,2007,10,328790.82022500003,278.62398015,Arkansas,5021.0,AR,16068,2007-01-01,both,20.46246080563854,9
AR,clay,2007,11,253740.825,223.39430000000002,Arkansas,5021.0,AR,16068,2007-01-01,both,15.791686893203885,10
AR,clay,2007,12,256920.48750000002,227.582525,Arkansas,5021.0,AR,16068,2007-01-01,both,15.989574775952205,11
AR,clay,2008,1,356396.325,305.251,Arkansas,5021.0,AR,15774,2008-01-01,both,22.593909281095474,12
AR,cleburne,2007,1,695899.71,568.59671,Arkansas,5023.0,AR,25282,2007-01-01,both,27.52550075152282,0
AR,cleburne,2007,2,603581.26,493.98426,Arkansas,5023.0,AR,25282,2007-01-01,both,23.873952218970018,1
AR,cleburne,2007,3,596241.12,494.040245,Arkansas,5023.0,AR,25282,2007-01-01,both,23.58362154892809,2
AR,cleburne,2007,4,671497.272,547.076573,Arkansas,5023.0,AR,25282,2007-01-01,both,26.5602907997785,3
AR,cleburne,2007,5,635735.322,529.692873,Arkansas,5023.0,AR,25282,2007-01-01,both,25.145768610078317,4
AR,cleburne,2007,6,559385.5635,473.642089,Arkansas,5023.0,AR,25282,2007-01-01,both,22.125843030614668,5
AR,cleburne,2007,7,682220.6775,572.735615,Arkansas,5023.0,AR,25282,2007-01-01,both,26.98444258761174,6
AR,cleburne,2007,8,588006.618,496.516632,Arkansas,5023.0,AR,25282,2007-01-01,both,23.257915433905545,7
AR,cleburne,2007,9,564932.3250000001,475.730575,Arkansas,5023.0,AR,25282,2007-01-01,both,22.345238707380748,8
AR,cleburne,2007,10,792685.0665,667.224481,Arkansas,5023.0,AR,25282,2007-01-01,both,31.35373255675975,9
AR,cleburne,2007,11,657124.055,541.923805,Arkansas,5023.0,AR,25282,2007-01-01,both,25.991774978245395,10
AR,cleburne,2007,12,569495.475,484.776225,Arkansas,5023.0,AR,25282,2007-01-01,both,22.52572877936872,11
AR,cleburne,2008,1,722673.125,595.370125,Arkansas,5023.0,AR,25334,2008-01-01,both,28.525820044209365,12
AR,cleveland,2007,1,13450.050000000001,10.9847,Arkansas,5025.0,AR,8735,2007-01-01,both,1.5397882083571839,0
AR,cleveland,2007,2,8172.900000000001,8.1729,Arkansas,5025.0,AR,8735,2007-01-01,both,0.935649685174585,1
AR,cleveland,2007,3,18156.75,14.122499999999999,Arkansas,5025.0,AR,8735,2007-01-01,both,2.078620492272467,2
AR,cleveland,2007,4,9835.125,7.818,Arkansas,5025.0,AR,8735,2007-01-01,both,1.1259444762449915,3
AR,cleveland,2007,5,11063.325,9.49445,Arkansas,5025.0,AR,8735,2007-01-01,both,1.2665512306811677,4
AR,cleveland,2007,6,17653.05,14.2912,Arkansas,5025.0,AR,8735,2007-01-01,both,2.0209559244419,5
AR,cleveland,2007,7,6205.35,6.20535,Arkansas,5025.0,AR,8735,2007-01-01,both,0.7104006868918146,6
AR,cleveland,2007,8,12442.875,11.32225,Arkansas,5025.0,AR,8735,2007-01-01,both,1.4244848311390956,7
AR,cleveland,2007,9,9214.95,8.7667,Arkansas,5025.0,AR,8735,2007-01-01,both,1.0549456210646824,8
AR,cleveland,2007,10,12375.75,11.4793,Arkansas,5025.0,AR,8735,2007-01-01,both,1.416800228963938,9
AR,cleveland,2007,11,8239.800000000001,8.0157,Arkansas,5025.0,AR,8735,2007-01-01,both,0.9433085289066974,10
AR,cleveland,2007,12,8929.650000000001,8.92965,Arkansas,5025.0,AR,8735,2007-01-01,both,1.022283915283343,11
AR,cleveland,2008,1,6742.462500000001,5.958025,Arkansas,5025.0,AR,8597,2008-01-01,both,0.7842808537862046,12
AR,columbia,2007,1,496336.6875,426.746125,Arkansas,5027.0,AR,24308,2007-01-01,both,20.418655895178542,0
AR,columbia,2007,2,193728.3375,181.065275,Arkansas,5027.0,AR,24308,2007-01-01,both,7.969735786572322,1
AR,columbia,2007,3,465747.3,447.36905,Arkansas,5027.0,AR,24308,2007-01-01,both,19.160247655092974,2
AR,columbia,2007,4,240210.825,216.14005,Arkansas,5027.0,AR,24308,2007-01-01,both,9.881965813723877,3
AR,columbia,2007,5,207458.25,187.6456,Arkansas,5027.0,AR,24308,2007-01-01,both,8.534566809280895,4
AR,columbia,2007,6,466199.4,446.611,Arkansas,5027.0,AR,24308,2007-01-01,both,19.178846470297845,5
AR,columbia,2007,7,269082.2625,242.299325,Arkansas,5027.0,AR,24308,2007-01-01,both,11.06969979019253,6
AR,columbia,2007,8,218696.775,203.00815,Arkansas,5027.0,AR,24308,2007-01-01,both,8.996905339805824,7
AR,columbia,2007,9,316448.25,284.6225,Arkansas,5027.0,AR,24308,2007-01-01,both,13.01827587625473,8
AR,columbia,2007,10,452468.85000000003,413.69535,Arkansas,5027.0,AR,24308,2007-01-01,both,18.613989221655423,9
AR,columbia,2007,11,427643.25,359.50925,Arkansas,5027.0,AR,24308,2007-01-01,both,17.592695820306073,10
AR,columbia,2007,12,423753.1125,377.247175,Arkansas,5027.0,AR,24308,2007-01-01,both,17.432660543853874,11
AR,columbia,2008,1,417167.175,375.47995000000003,Arkansas,5027.0,AR,24104,2008-01-01,both,17.30696876037172,12
AR,conway,2007,1,372891.336,335.670924,Arkansas,5029.0,AR,20678,2007-01-01,both,18.033239965180385,0
AR,conway,2007,2,320620.3875,290.027325,Arkansas,5029.0,AR,20678,2007-01-01,both,15.505386763710224,1
AR,conway,2007,3,391927.42350000003,354.41564900000003,Arkansas,5029.0,AR,20678,2007-01-01,both,18.953836130186673,2
AR,conway,2007,4,364528.071,323.789164,Arkansas,5029.0,AR,20678,2007-01-01,both,17.628787648708773,3
AR,conway,2007,5,401669.9925,353.292745,Arkansas,5029.0,AR,20678,2007-01-01,both,19.424992383209208,4
AR,conway,2007,6,452449.188,393.603142,Arkansas,5029.0,AR,20678,2007-01-01,both,21.880703549666315,5
AR,conway,2007,7,453494.934,400.303856,Arkansas,5029.0,AR,20678,2007-01-01,both,21.931276429055035,6
AR,conway,2007,8,446541.7095,393.953073,Arkansas,5029.0,AR,20678,2007-01-01,both,21.59501448399265,7
AR,conway,2007,9,418635.522,373.33094800000003,Arkansas,5029.0,AR,20678,2007-01-01,both,20.24545516974562,8
AR,conway,2007,10,569786.475,482.8261,Arkansas,5029.0,AR,20678,2007-01-01,both,27.555202389012475,9
AR,conway,2007,11,476843.99100000004,421.167144,Arkansas,5029.0,AR,20678,2007-01-01,both,23.060450285327402,10
AR,conway,2007,12,482455.5735,422.486599,Arkansas,5029.0,AR,20678,2007-01-01,both,23.331829649869427,11
AR,conway,2008,1,515964.783,456.076422,Arkansas,5029.0,AR,20677,2008-01-01,both,24.953561106543503,12
AR,craighead,2007,1,2849215.1213625,2445.663582575,Arkansas,5031.0,AR,91383,2007-01-01,both,31.17883108852303,0
AR,craighead,2007,2,1851270.921,1599.933024,Arkansas,5031.0,AR,91383,2007-01-01,both,20.258373231345,1
AR,craighead,2007,3,2218490.766,1914.528694,Arkansas,5031.0,AR,91383,2007-01-01,both,24.276843242178522,2
AR,craighead,2007,4,2279260.8975,1981.982415,Arkansas,5031.0,AR,91383,2007-01-01,both,24.94184801877811,3
AR,craighead,2007,5,2586273.144,2239.579296,Arkansas,5031.0,AR,91383,2007-01-01,both,28.30146902596763,4
AR,craighead,2007,6,2367071.7803625,2034.953323575,Arkansas,5031.0,AR,91383,2007-01-01,both,25.902758503906632,5
AR,craighead,2007,7,2323126.051725,2036.60220115,Arkansas,5031.0,AR,91383,2007-01-01,both,25.42186240028233,6
AR,craighead,2007,8,2785727.9743625,2420.123399575,Arkansas,5031.0,AR,91383,2007-01-01,both,30.48409413526039,7
AR,craighead,2007,9,2415285.937725,2056.62267515,Arkansas,5031.0,AR,91383,2007-01-01,both,26.430363828337875,8
AR,craighead,2007,10,2570945.2095,2226.636373,Arkansas,5031.0,AR,91383,2007-01-01,both,28.13373613801254,9
AR,craighead,2007,11,2593493.463,2223.002042,Arkansas,5031.0,AR,91383,2007-01-01,both,28.38048064738518,10
AR,craighead,2007,12,2257912.3785,1994.942619,Arkansas,5031.0,AR,91383,2007-01-01,both,24.708232149305672,11
AR,craighead,2008,1,2655959.61,2297.74134,Arkansas,5031.0,AR,93419,2008-01-01,both,28.430614864213915,12
AR,crawford,2007,1,2095049.368725,1702.22477915,Arkansas,5033.0,AR,59035,2007-01-01,both,35.4882589773016,0
AR,crawford,2007,2,2061117.855,1648.02207,Arkansas,5033.0,AR,59035,2007-01-01,both,34.91348954010333,1
AR,crawford,2007,3,2756126.157,2188.095388,Arkansas,5033.0,AR,59035,2007-01-01,both,46.68630739391887,2
AR,crawford,2007,4,1841767.7925,1511.172395,Arkansas,5033.0,AR,59035,2007-01-01,both,31.19789603624968,3
AR,crawford,2007,5,2480468.949,1970.017916,Arkansas,5033.0,AR,59035,2007-01-01,both,42.01692130092318,4
AR,crawford,2007,6,2401866.252,1923.922368,Arkansas,5033.0,AR,59035,2007-01-01,both,40.68546204793766,5
AR,crawford,2007,7,2637694.8395000002,2114.589643,Arkansas,5033.0,AR,59035,2007-01-01,both,44.68018699923775,6
AR,crawford,2007,8,2571994.122225,2019.22939815,Arkansas,5033.0,AR,59035,2007-01-01,both,43.56727572160583,7
AR,crawford,2007,9,2916472.494,2287.425446,Arkansas,5033.0,AR,59035,2007-01-01,both,49.4024306597781,8
AR,crawford,2007,10,2625106.3115,2112.503541,Arkansas,5033.0,AR,59035,2007-01-01,both,44.466948615228254,9
AR,crawford,2007,11,2414448.0705,1940.533597,Arkansas,5033.0,AR,59035,2007-01-01,both,40.89858677902939,10
AR,crawford,2007,12,2400721.7925,1916.197295,Arkansas,5033.0,AR,59035,2007-01-01,both,40.66607592953333,11
AR,crawford,2008,1,2496338.247,2001.4837479999999,Arkansas,5033.0,AR,59577,2008-01-01,both,41.90103978045219,12
AR,crittenden,2007,1,1214832.6375,1045.843075,Arkansas,5035.0,AR,52123,2007-01-01,both,23.30703600138135,0
AR,crittenden,2007,2,1039711.287,891.757463,Arkansas,5035.0,AR,52123,2007-01-01,both,19.947264873472363,1
AR,crittenden,2007,3,1212363.7550000001,1048.752655,Arkansas,5035.0,AR,52123,2007-01-01,both,23.259669531684672,2
AR,crittenden,2007,4,1159295.462,987.472363,Arkansas,5035.0,AR,52123,2007-01-01,both,22.241533718320127,3
AR,crittenden,2007,5,1105552.49,981.611415,Arkansas,5035.0,AR,52123,2007-01-01,both,21.210453926289738,4
AR,crittenden,2007,6,1146333.6135,999.516164,Arkansas,5035.0,AR,52123,2007-01-01,both,21.992855620359535,5
AR,crittenden,2007,7,1263423.527725,1071.58742515,Arkansas,5035.0,AR,52123,2007-01-01,both,24.239271103447614,6
AR,crittenden,2007,8,1040637.461,914.966289,Arkansas,5035.0,AR,52123,2007-01-01,both,19.96503388139593,7
AR,crittenden,2007,9,813464.4400000001,716.306365,Arkansas,5035.0,AR,52123,2007-01-01,both,15.606631237649408,8
AR,crittenden,2007,10,898748.715,806.409365,Arkansas,5035.0,AR,52123,2007-01-01,both,17.24284317863515,9
AR,crittenden,2007,11,925902.2025,829.30444,Arkansas,5035.0,AR,52123,2007-01-01,both,17.763793382959538,10
