STATE,STNAME,CTYNAME,fips,state,Year,Population,Year_datetime
TX,Texas,Tarrant County,48439.0,TX,2013,1913161,2013-01-01
TX,Texas,Taylor County,48441.0,TX,2013,133937,2013-01-01
TX,Texas,Terrell County,48443.0,TX,2013,891,2013-01-01
TX,Texas,Terry County,48445.0,TX,2013,12714,2013-01-01
TX,Texas,Throckmorton County,48447.0,TX,2013,1606,2013-01-01
TX,Texas,Titus County,48449.0,TX,2013,32607,2013-01-01
TX,Texas,Tom Green County,48451.0,TX,2013,114676,2013-01-01
TX,Texas,Travis County,48453.0,TX,2013,1122585,2013-01-01
TX,Texas,Trinity County,48455.0,TX,2013,14446,2013-01-01
TX,Texas,Tyler County,48457.0,TX,2013,21500,2013-01-01
TX,Texas,Upshur County,48459.0,TX,2013,39762,2013-01-01
TX,Texas,Upton County,48461.0,TX,2013,3387,2013-01-01
TX,Texas,Uvalde County,48463.0,TX,2013,26920,2013-01-01
TX,Texas,Val Verde County,48465.0,TX,2013,49069,2013-01-01
TX,Texas,Van Zandt County,48467.0,TX,2013,52341,2013-01-01
TX,Texas,Victoria County,48469.0,TX,2013,90076,2013-01-01
TX,Texas,Walker County,48471.0,TX,2013,69414,2013-01-01
TX,Texas,Waller County,48473.0,TX,2013,45431,2013-01-01
TX,Texas,Ward County,48475.0,TX,2013,11208,2013-01-01
TX,Texas,Washington County,48477.0,TX,2013,34201,2013-01-01
TX,Texas,Webb County,48479.0,TX,2013,264632,2013-01-01
TX,Texas,Wharton County,48481.0,TX,2013,41142,2013-01-01
TX,Texas,Wheeler County,48483.0,TX,2013,5719,2013-01-01
TX,Texas,Wichita County,48485.0,TX,2013,132198,2013-01-01
TX,Texas,Wilbarger County,48487.0,TX,2013,13207,2013-01-01
TX,Texas,Willacy County,48489.0,TX,2013,22043,2013-01-01
TX,Texas,Williamson County,48491.0,TX,2013,470104,2013-01-01
TX,Texas,Wilson County,48493.0,TX,2013,45230,2013-01-01
TX,Texas,Winkler County,48495.0,TX,2013,7638,2013-01-01
TX,Texas,Wise County,48497.0,TX,2013,61012,2013-01-01
TX,Texas,Wood County,48499.0,TX,2013,42351,2013-01-01
TX,Texas,Yoakum County,48501.0,TX,2013,8226,2013-01-01
TX,Texas,Young County,48503.0,TX,2013,18358,2013-01-01
TX,Texas,Zapata County,48505.0,TX,2013,14403,2013-01-01
TX,Texas,Zavala County,48507.0,TX,2013,12207,2013-01-01
UT,Utah,Beaver County,49001.0,UT,2013,6455,2013-01-01
UT,Utah,Box Elder County,49003.0,UT,2013,50729,2013-01-01
UT,Utah,Cache County,49005.0,UT,2013,117031,2013-01-01
UT,Utah,Carbon County,49007.0,UT,2013,20901,2013-01-01
UT,Utah,Daggett County,49009.0,UT,2013,1140,2013-01-01
UT,Utah,Davis County,49011.0,UT,2013,322251,2013-01-01
UT,Utah,Duchesne County,49013.0,UT,2013,19965,2013-01-01
UT,Utah,Emery County,49015.0,UT,2013,10759,2013-01-01
UT,Utah,Garfield County,49017.0,UT,2013,5029,2013-01-01
UT,Utah,Grand County,49019.0,UT,2013,9373,2013-01-01
UT,Utah,Iron County,49021.0,UT,2013,46527,2013-01-01
UT,Utah,Juab County,49023.0,UT,2013,10261,2013-01-01
UT,Utah,Kane County,49025.0,UT,2013,7122,2013-01-01
UT,Utah,Millard County,49027.0,UT,2013,12558,2013-01-01
UT,Utah,Morgan County,49029.0,UT,2013,10208,2013-01-01
UT,Utah,Piute County,49031.0,UT,2013,1487,2013-01-01
UT,Utah,Rich County,49033.0,UT,2013,2264,2013-01-01
UT,Utah,Salt Lake County,49035.0,UT,2013,1079543,2013-01-01
UT,Utah,San Juan County,49037.0,UT,2013,14983,2013-01-01
UT,Utah,Sanpete County,49039.0,UT,2013,28124,2013-01-01
UT,Utah,Sevier County,49041.0,UT,2013,20749,2013-01-01
UT,Utah,Summit County,49043.0,UT,2013,38421,2013-01-01
UT,Utah,Tooele County,49045.0,UT,2013,60633,2013-01-01
UT,Utah,Uintah County,49047.0,UT,2013,35683,2013-01-01
UT,Utah,Utah County,49049.0,UT,2013,551333,2013-01-01
UT,Utah,Wasatch County,49051.0,UT,2013,26589,2013-01-01
UT,Utah,Washington County,49053.0,UT,2013,147004,2013-01-01
UT,Utah,Wayne County,49055.0,UT,2013,2712,2013-01-01
UT,Utah,Weber County,49057.0,UT,2013,238093,2013-01-01
VT,Vermont,Addison County,50001.0,VT,2013,36936,2013-01-01
VT,Vermont,Bennington County,50003.0,VT,2013,36543,2013-01-01
VT,Vermont,Caledonia County,50005.0,VT,2013,31039,2013-01-01
VT,Vermont,Chittenden County,50007.0,VT,2013,159444,2013-01-01
VT,Vermont,Essex County,50009.0,VT,2013,6193,2013-01-01
VT,Vermont,Franklin County,50011.0,VT,2013,48394,2013-01-01
VT,Vermont,Grand Isle County,50013.0,VT,2013,6988,2013-01-01
VT,Vermont,Lamoille County,50015.0,VT,2013,25112,2013-01-01
VT,Vermont,Orange County,50017.0,VT,2013,28851,2013-01-01
VT,Vermont,Orleans County,50019.0,VT,2013,27134,2013-01-01
VT,Vermont,Rutland County,50021.0,VT,2013,60480,2013-01-01
VT,Vermont,Washington County,50023.0,VT,2013,59217,2013-01-01
VT,Vermont,Windham County,50025.0,VT,2013,43889,2013-01-01
VT,Vermont,Windsor County,50027.0,VT,2013,55992,2013-01-01
VA,Virginia,Accomack County,51001.0,VA,2013,32966,2013-01-01
VA,Virginia,Albemarle County,51003.0,VA,2013,102273,2013-01-01
VA,Virginia,Alleghany County,51005.0,VA,2013,15921,2013-01-01
VA,Virginia,Amelia County,51007.0,VA,2013,12659,2013-01-01
VA,Virginia,Amherst County,51009.0,VA,2013,32316,2013-01-01
VA,Virginia,Appomattox County,51011.0,VA,2013,15320,2013-01-01
VA,Virginia,Arlington County,51013.0,VA,2013,224938,2013-01-01
VA,Virginia,Augusta County,51015.0,VA,2013,73842,2013-01-01
VA,Virginia,Bath County,51017.0,VA,2013,4592,2013-01-01
VA,Virginia,Bedford County,51019.0,VA,2013,76187,2013-01-01
VA,Virginia,Bland County,51021.0,VA,2013,6674,2013-01-01
VA,Virginia,Botetourt County,51023.0,VA,2013,32991,2013-01-01
VA,Virginia,Brunswick County,51025.0,VA,2013,16984,2013-01-01
VA,Virginia,Buchanan County,51027.0,VA,2013,23618,2013-01-01
VA,Virginia,Buckingham County,51029.0,VA,2013,17156,2013-01-01
VA,Virginia,Campbell County,51031.0,VA,2013,55073,2013-01-01
VA,Virginia,Caroline County,51033.0,VA,2013,29256,2013-01-01
VA,Virginia,Carroll County,51035.0,VA,2013,29911,2013-01-01
VA,Virginia,Charles City County,51036.0,VA,2013,7071,2013-01-01
VA,Virginia,Charlotte County,51037.0,VA,2013,12277,2013-01-01
VA,Virginia,Chesterfield County,51041.0,VA,2013,327639,2013-01-01
VA,Virginia,Clarke County,51043.0,VA,2013,14250,2013-01-01
VA,Virginia,Craig County,51045.0,VA,2013,5138,2013-01-01
VA,Virginia,Culpeper County,51047.0,VA,2013,48611,2013-01-01
VA,Virginia,Cumberland County,51049.0,VA,2013,9846,2013-01-01
VA,Virginia,Dickenson County,51051.0,VA,2013,15525,2013-01-01
VA,Virginia,Dinwiddie County,51053.0,VA,2013,28087,2013-01-01
VA,Virginia,Essex County,51057.0,VA,2013,11157,2013-01-01
VA,Virginia,Fairfax County,51059.0,VA,2013,1131988,2013-01-01
VA,Virginia,Fauquier County,51061.0,VA,2013,67146,2013-01-01
VA,Virginia,Floyd County,51063.0,VA,2013,15483,2013-01-01
VA,Virginia,Fluvanna County,51065.0,VA,2013,25825,2013-01-01
VA,Virginia,Franklin County,51067.0,VA,2013,56275,2013-01-01
VA,Virginia,Frederick County,51069.0,VA,2013,81486,2013-01-01
VA,Virginia,Giles County,51071.0,VA,2013,16987,2013-01-01
VA,Virginia,Gloucester County,51073.0,VA,2013,36768,2013-01-01
VA,Virginia,Goochland County,51075.0,VA,2013,21570,2013-01-01
VA,Virginia,Grayson County,51077.0,VA,2013,15131,2013-01-01
VA,Virginia,Greene County,51079.0,VA,2013,18847,2013-01-01
VA,Virginia,Greensville County,51081.0,VA,2013,11683,2013-01-01
VA,Virginia,Halifax County,51083.0,VA,2013,35372,2013-01-01
VA,Virginia,Hanover County,51085.0,VA,2013,101069,2013-01-01
VA,Virginia,Henrico County,51087.0,VA,2013,318702,2013-01-01
VA,Virginia,Henry County,51089.0,VA,2013,52743,2013-01-01
VA,Virginia,Highland County,51091.0,VA,2013,2205,2013-01-01
VA,Virginia,Isle of Wight County,51093.0,VA,2013,35521,2013-01-01
VA,Virginia,James City County,51095.0,VA,2013,70613,2013-01-01
VA,Virginia,King and Queen County,51097.0,VA,2013,7031,2013-01-01
VA,Virginia,King George County,51099.0,VA,2013,24900,2013-01-01
VA,Virginia,King William County,51101.0,VA,2013,16092,2013-01-01
VA,Virginia,Lancaster County,51103.0,VA,2013,10959,2013-01-01
VA,Virginia,Lee County,51105.0,VA,2013,25070,2013-01-01
VA,Virginia,Loudoun County,51107.0,VA,2013,349978,2013-01-01
VA,Virginia,Louisa County,51109.0,VA,2013,33988,2013-01-01
VA,Virginia,Lunenburg County,51111.0,VA,2013,12531,2013-01-01
VA,Virginia,Madison County,51113.0,VA,2013,13092,2013-01-01
VA,Virginia,Mathews County,51115.0,VA,2013,8899,2013-01-01
VA,Virginia,Mecklenburg County,51117.0,VA,2013,31247,2013-01-01
VA,Virginia,Middlesex County,51119.0,VA,2013,10777,2013-01-01
VA,Virginia,Montgomery County,51121.0,VA,2013,96594,2013-01-01
VA,Virginia,Nelson County,51125.0,VA,2013,14799,2013-01-01
VA,Virginia,New Kent County,51127.0,VA,2013,19514,2013-01-01
VA,Virginia,Northampton County,51131.0,VA,2013,12036,2013-01-01
VA,Virginia,Northumberland County,51133.0,VA,2013,12296,2013-01-01
VA,Virginia,Nottoway County,51135.0,VA,2013,15635,2013-01-01
VA,Virginia,Orange County,51137.0,VA,2013,34621,2013-01-01
VA,Virginia,Page County,51139.0,VA,2013,23724,2013-01-01
VA,Virginia,Patrick County,51141.0,VA,2013,18249,2013-01-01
VA,Virginia,Pittsylvania County,51143.0,VA,2013,62561,2013-01-01
VA,Virginia,Powhatan County,51145.0,VA,2013,28294,2013-01-01
VA,Virginia,Prince Edward County,51147.0,VA,2013,22713,2013-01-01
VA,Virginia,Prince George County,51149.0,VA,2013,37333,2013-01-01
VA,Virginia,Prince William County,51153.0,VA,2013,437833,2013-01-01
VA,Virginia,Pulaski County,51155.0,VA,2013,34547,2013-01-01
VA,Virginia,Rappahannock County,51157.0,VA,2013,7424,2013-01-01
VA,Virginia,Richmond County,51159.0,VA,2013,8952,2013-01-01
VA,Virginia,Roanoke County,51161.0,VA,2013,93301,2013-01-01
VA,Virginia,Rockbridge County,51163.0,VA,2013,22330,2013-01-01
VA,Virginia,Rockingham County,51165.0,VA,2013,77422,2013-01-01
VA,Virginia,Russell County,51167.0,VA,2013,28312,2013-01-01
VA,Virginia,Scott County,51169.0,VA,2013,22768,2013-01-01
VA,Virginia,Shenandoah County,51171.0,VA,2013,42507,2013-01-01
VA,Virginia,Smyth County,51173.0,VA,2013,31773,2013-01-01
VA,Virginia,Southampton County,51175.0,VA,2013,18328,2013-01-01
VA,Virginia,Spotsylvania County,51177.0,VA,2013,127385,2013-01-01
VA,Virginia,Stafford County,51179.0,VA,2013,135939,2013-01-01
VA,Virginia,Surry County,51181.0,VA,2013,6787,2013-01-01
VA,Virginia,Sussex County,51183.0,VA,2013,11762,2013-01-01
VA,Virginia,Tazewell County,51185.0,VA,2013,44023,2013-01-01
VA,Virginia,Warren County,51187.0,VA,2013,38480,2013-01-01
VA,Virginia,Washington County,51191.0,VA,2013,54778,2013-01-01
VA,Virginia,Westmoreland County,51193.0,VA,2013,17552,2013-01-01
VA,Virginia,Wise County,51195.0,VA,2013,40675,2013-01-01
VA,Virginia,Wythe County,51197.0,VA,2013,29271,2013-01-01
VA,Virginia,York County,51199.0,VA,2013,66030,2013-01-01
VA,Virginia,Alexandria city,51510.0,VA,2013,149674,2013-01-01
VA,Virginia,Bristol city,51520.0,VA,2013,17390,2013-01-01
VA,Virginia,Buena Vista city,51530.0,VA,2013,6652,2013-01-01
VA,Virginia,Charlottesville city,51540.0,VA,2013,45013,2013-01-01
VA,Virginia,Chesapeake city,51550.0,VA,2013,230330,2013-01-01
VA,Virginia,Colonial Heights city,51570.0,VA,2013,17483,2013-01-01
VA,Virginia,Covington city,51580.0,VA,2013,5830,2013-01-01
VA,Virginia,Danville city,51590.0,VA,2013,42630,2013-01-01
VA,Virginia,Emporia city,51595.0,VA,2013,5693,2013-01-01
VA,Virginia,Fairfax city,51600.0,VA,2013,23236,2013-01-01
VA,Virginia,Falls Church city,51610.0,VA,2013,13398,2013-01-01
VA,Virginia,Franklin city,51620.0,VA,2013,8542,2013-01-01
VA,Virginia,Fredericksburg city,51630.0,VA,2013,27819,2013-01-01
VA,Virginia,Galax city,51640.0,VA,2013,6935,2013-01-01
VA,Virginia,Hampton city,51650.0,VA,2013,137243,2013-01-01
VA,Virginia,Harrisonburg city,51660.0,VA,2013,51550,2013-01-01
VA,Virginia,Hopewell city,51670.0,VA,2013,22161,2013-01-01
VA,Virginia,Lexington city,51678.0,VA,2013,7143,2013-01-01
VA,Virginia,Lynchburg city,51680.0,VA,2013,77950,2013-01-01
VA,Virginia,Manassas city,51683.0,VA,2013,41110,2013-01-01
VA,Virginia,Manassas Park city,51685.0,VA,2013,15901,2013-01-01
VA,Virginia,Martinsville city,51690.0,VA,2013,13416,2013-01-01
VA,Virginia,Newport News city,51700.0,VA,2013,181320,2013-01-01
VA,Virginia,Norfolk city,51710.0,VA,2013,245449,2013-01-01
VA,Virginia,Norton city,51720.0,VA,2013,4100,2013-01-01
VA,Virginia,Petersburg city,51730.0,VA,2013,32307,2013-01-01
VA,Virginia,Poquoson city,51735.0,VA,2013,12090,2013-01-01
VA,Virginia,Portsmouth city,51740.0,VA,2013,96071,2013-01-01
VA,Virginia,Radford city,51750.0,VA,2013,17116,2013-01-01
VA,Virginia,Richmond city,51760.0,VA,2013,213815,2013-01-01
VA,Virginia,Roanoke city,51770.0,VA,2013,98860,2013-01-01
VA,Virginia,Salem city,51775.0,VA,2013,25314,2013-01-01
VA,Virginia,Staunton city,51790.0,VA,2013,24101,2013-01-01
VA,Virginia,Suffolk city,51800.0,VA,2013,85765,2013-01-01
VA,Virginia,Virginia Beach city,51810.0,VA,2013,447732,2013-01-01
VA,Virginia,Waynesboro city,51820.0,VA,2013,21173,2013-01-01
VA,Virginia,Williamsburg city,51830.0,VA,2013,14604,2013-01-01
VA,Virginia,Winchester city,51840.0,VA,2013,27333,2013-01-01
WA,Washington,Adams County,53001.0,WA,2013,19115,2013-01-01
WA,Washington,Asotin County,53003.0,WA,2013,22128,2013-01-01
WA,Washington,Benton County,53005.0,WA,2013,184355,2013-01-01
WA,Washington,Chelan County,53007.0,WA,2013,73762,2013-01-01
WA,Washington,Clallam County,53009.0,WA,2013,72056,2013-01-01
WA,Washington,Clark County,53011.0,WA,2013,441385,2013-01-01
WA,Washington,Columbia County,53013.0,WA,2013,4002,2013-01-01
WA,Washington,Cowlitz County,53015.0,WA,2013,101483,2013-01-01
WA,Washington,Douglas County,53017.0,WA,2013,39400,2013-01-01
WA,Washington,Ferry County,53019.0,WA,2013,7592,2013-01-01
WA,Washington,Franklin County,53021.0,WA,2013,86501,2013-01-01
WA,Washington,Garfield County,53023.0,WA,2013,2237,2013-01-01
WA,Washington,Grant County,53025.0,WA,2013,91749,2013-01-01
WA,Washington,Grays Harbor County,53027.0,WA,2013,71046,2013-01-01
WA,Washington,Island County,53029.0,WA,2013,78196,2013-01-01
WA,Washington,Jefferson County,53031.0,WA,2013,29996,2013-01-01
WA,Washington,King County,53033.0,WA,2013,2047543,2013-01-01
WA,Washington,Kitsap County,53035.0,WA,2013,252403,2013-01-01
WA,Washington,Kittitas County,53037.0,WA,2013,41830,2013-01-01
WA,Washington,Klickitat County,53039.0,WA,2013,20870,2013-01-01
WA,Washington,Lewis County,53041.0,WA,2013,74967,2013-01-01
WA,Washington,Lincoln County,53043.0,WA,2013,10297,2013-01-01
WA,Washington,Mason County,53045.0,WA,2013,60472,2013-01-01
WA,Washington,Okanogan County,53047.0,WA,2013,41062,2013-01-01
WA,Washington,Pacific County,53049.0,WA,2013,20442,2013-01-01
WA,Washington,Pend Oreille County,53051.0,WA,2013,12884,2013-01-01
WA,Washington,Pierce County,53053.0,WA,2013,819059,2013-01-01
WA,Washington,San Juan County,53055.0,WA,2013,15909,2013-01-01
WA,Washington,Skagit County,53057.0,WA,2013,118277,2013-01-01
WA,Washington,Skamania County,53059.0,WA,2013,11308,2013-01-01
WA,Washington,Snohomish County,53061.0,WA,2013,744236,2013-01-01
WA,Washington,Spokane County,53063.0,WA,2013,478368,2013-01-01
WA,Washington,Stevens County,53065.0,WA,2013,43262,2013-01-01
WA,Washington,Thurston County,53067.0,WA,2013,261791,2013-01-01
WA,Washington,Wahkiakum County,53069.0,WA,2013,4033,2013-01-01
WA,Washington,Walla Walla County,53071.0,WA,2013,59378,2013-01-01
WA,Washington,Whatcom County,53073.0,WA,2013,206107,2013-01-01
WA,Washington,Whitman County,53075.0,WA,2013,46793,2013-01-01
WA,Washington,Yakima County,53077.0,WA,2013,246612,2013-01-01
WV,West Virginia,Barbour County,54001.0,WV,2013,16872,2013-01-01
WV,West Virginia,Berkeley County,54003.0,WV,2013,108489,2013-01-01
WV,West Virginia,Boone County,54005.0,WV,2013,24086,2013-01-01
WV,West Virginia,Braxton County,54007.0,WV,2013,14385,2013-01-01
WV,West Virginia,Brooke County,54009.0,WV,2013,23604,2013-01-01
WV,West Virginia,Cabell County,54011.0,WV,2013,97020,2013-01-01
WV,West Virginia,Calhoun County,54013.0,WV,2013,7550,2013-01-01
WV,West Virginia,Clay County,54015.0,WV,2013,9138,2013-01-01
WV,West Virginia,Doddridge County,54017.0,WV,2013,8547,2013-01-01
WV,West Virginia,Fayette County,54019.0,WV,2013,45560,2013-01-01
WV,West Virginia,Gilmer County,54021.0,WV,2013,8620,2013-01-01
WV,West Virginia,Grant County,54023.0,WV,2013,11763,2013-01-01
WV,West Virginia,Greenbrier County,54025.0,WV,2013,35799,2013-01-01
WV,West Virginia,Hampshire County,54027.0,WV,2013,23490,2013-01-01
WV,West Virginia,Hancock County,54029.0,WV,2013,30366,2013-01-01
WV,West Virginia,Hardy County,54031.0,WV,2013,13966,2013-01-01
WV,West Virginia,Harrison County,54033.0,WV,2013,68918,2013-01-01
WV,West Virginia,Jackson County,54035.0,WV,2013,29191,2013-01-01
WV,West Virginia,Jefferson County,54037.0,WV,2013,54999,2013-01-01
WV,West Virginia,Kanawha County,54039.0,WV,2013,191530,2013-01-01
WV,West Virginia,Lewis County,54041.0,WV,2013,16480,2013-01-01
WV,West Virginia,Lincoln County,54043.0,WV,2013,21452,2013-01-01
WV,West Virginia,Logan County,54045.0,WV,2013,35929,2013-01-01
WV,West Virginia,McDowell County,54047.0,WV,2013,20962,2013-01-01
WV,West Virginia,Marion County,54049.0,WV,2013,56710,2013-01-01
WV,West Virginia,Marshall County,54051.0,WV,2013,32621,2013-01-01
WV,West Virginia,Mason County,54053.0,WV,2013,27141,2013-01-01
WV,West Virginia,Mercer County,54055.0,WV,2013,61911,2013-01-01
WV,West Virginia,Mineral County,54057.0,WV,2013,27663,2013-01-01
WV,West Virginia,Mingo County,54059.0,WV,2013,26013,2013-01-01
WV,West Virginia,Monongalia County,54061.0,WV,2013,102271,2013-01-01
WV,West Virginia,Monroe County,54063.0,WV,2013,13521,2013-01-01
WV,West Virginia,Morgan County,54065.0,WV,2013,17444,2013-01-01
WV,West Virginia,Nicholas County,54067.0,WV,2013,25948,2013-01-01
WV,West Virginia,Ohio County,54069.0,WV,2013,43751,2013-01-01
WV,West Virginia,Pendleton County,54071.0,WV,2013,7374,2013-01-01
WV,West Virginia,Pleasants County,54073.0,WV,2013,7517,2013-01-01
WV,West Virginia,Pocahontas County,54075.0,WV,2013,8680,2013-01-01
WV,West Virginia,Preston County,54077.0,WV,2013,33685,2013-01-01
WV,West Virginia,Putnam County,54079.0,WV,2013,56499,2013-01-01
WV,West Virginia,Raleigh County,54081.0,WV,2013,78800,2013-01-01
WV,West Virginia,Randolph County,54083.0,WV,2013,29522,2013-01-01
WV,West Virginia,Ritchie County,54085.0,WV,2013,10146,2013-01-01
WV,West Virginia,Roane County,54087.0,WV,2013,14608,2013-01-01
WV,West Virginia,Summers County,54089.0,WV,2013,13592,2013-01-01
WV,West Virginia,Taylor County,54091.0,WV,2013,16987,2013-01-01
WV,West Virginia,Tucker County,54093.0,WV,2013,7078,2013-01-01
WV,West Virginia,Tyler County,54095.0,WV,2013,9008,2013-01-01
WV,West Virginia,Upshur County,54097.0,WV,2013,24600,2013-01-01
WV,West Virginia,Wayne County,54099.0,WV,2013,41829,2013-01-01
WV,West Virginia,Webster County,54101.0,WV,2013,8833,2013-01-01
WV,West Virginia,Wetzel County,54103.0,WV,2013,16113,2013-01-01
WV,West Virginia,Wirt County,54105.0,WV,2013,5839,2013-01-01
WV,West Virginia,Wood County,54107.0,WV,2013,86514,2013-01-01
WV,West Virginia,Wyoming County,54109.0,WV,2013,22939,2013-01-01
WI,Wisconsin,Adams County,55001.0,WI,2013,20412,2013-01-01
WI,Wisconsin,Ashland County,55003.0,WI,2013,15971,2013-01-01
WI,Wisconsin,Barron County,55005.0,WI,2013,45570,2013-01-01
WI,Wisconsin,Bayfield County,55007.0,WI,2013,15117,2013-01-01
WI,Wisconsin,Brown County,55009.0,WI,2013,254237,2013-01-01
WI,Wisconsin,Buffalo County,55011.0,WI,2013,13364,2013-01-01
WI,Wisconsin,Burnett County,55013.0,WI,2013,15268,2013-01-01
WI,Wisconsin,Calumet County,55015.0,WI,2013,49637,2013-01-01
WI,Wisconsin,Chippewa County,55017.0,WI,2013,63086,2013-01-01
WI,Wisconsin,Clark County,55019.0,WI,2013,34535,2013-01-01
WI,Wisconsin,Columbia County,55021.0,WI,2013,56570,2013-01-01
WI,Wisconsin,Crawford County,55023.0,WI,2013,16391,2013-01-01
WI,Wisconsin,Dane County,55025.0,WI,2013,509792,2013-01-01
WI,Wisconsin,Dodge County,55027.0,WI,2013,87941,2013-01-01
WI,Wisconsin,Door County,55029.0,WI,2013,27606,2013-01-01
WI,Wisconsin,Douglas County,55031.0,WI,2013,43755,2013-01-01
WI,Wisconsin,Dunn County,55033.0,WI,2013,44048,2013-01-01
WI,Wisconsin,Eau Claire County,55035.0,WI,2013,101732,2013-01-01
WI,Wisconsin,Florence County,55037.0,WI,2013,4384,2013-01-01
WI,Wisconsin,Fond du Lac County,55039.0,WI,2013,101792,2013-01-01
WI,Wisconsin,Forest County,55041.0,WI,2013,9089,2013-01-01
WI,Wisconsin,Grant County,55043.0,WI,2013,50992,2013-01-01
WI,Wisconsin,Green County,55045.0,WI,2013,36932,2013-01-01
WI,Wisconsin,Green Lake County,55047.0,WI,2013,18887,2013-01-01
WI,Wisconsin,Iowa County,55049.0,WI,2013,23559,2013-01-01
WI,Wisconsin,Iron County,55051.0,WI,2013,5829,2013-01-01
WI,Wisconsin,Jackson County,55053.0,WI,2013,20558,2013-01-01
WI,Wisconsin,Jefferson County,55055.0,WI,2013,84605,2013-01-01
WI,Wisconsin,Juneau County,55057.0,WI,2013,26567,2013-01-01
WI,Wisconsin,Kenosha County,55059.0,WI,2013,167311,2013-01-01
WI,Wisconsin,Kewaunee County,55061.0,WI,2013,20364,2013-01-01
WI,Wisconsin,La Crosse County,55063.0,WI,2013,116885,2013-01-01
WI,Wisconsin,Lafayette County,55065.0,WI,2013,16670,2013-01-01
WI,Wisconsin,Langlade County,55067.0,WI,2013,19410,2013-01-01
WI,Wisconsin,Lincoln County,55069.0,WI,2013,28301,2013-01-01
WI,Wisconsin,Manitowoc County,55071.0,WI,2013,80492,2013-01-01
WI,Wisconsin,Marathon County,55073.0,WI,2013,134880,2013-01-01
WI,Wisconsin,Marinette County,55075.0,WI,2013,41287,2013-01-01
WI,Wisconsin,Marquette County,55077.0,WI,2013,15180,2013-01-01
WI,Wisconsin,Menominee County,55078.0,WI,2013,4381,2013-01-01
WI,Wisconsin,Milwaukee County,55079.0,WI,2013,957513,2013-01-01
WI,Wisconsin,Monroe County,55081.0,WI,2013,45125,2013-01-01
WI,Wisconsin,Oconto County,55083.0,WI,2013,37368,2013-01-01
WI,Wisconsin,Oneida County,55085.0,WI,2013,35550,2013-01-01
WI,Wisconsin,Outagamie County,55087.0,WI,2013,180336,2013-01-01
WI,Wisconsin,Ozaukee County,55089.0,WI,2013,87218,2013-01-01
WI,Wisconsin,Pepin County,55091.0,WI,2013,7347,2013-01-01
WI,Wisconsin,Pierce County,55093.0,WI,2013,40804,2013-01-01
WI,Wisconsin,Polk County,55095.0,WI,2013,43313,2013-01-01
WI,Wisconsin,Portage County,55097.0,WI,2013,70513,2013-01-01
WI,Wisconsin,Price County,55099.0,WI,2013,13739,2013-01-01
WI,Wisconsin,Racine County,55101.0,WI,2013,194703,2013-01-01
WI,Wisconsin,Richland County,55103.0,WI,2013,17817,2013-01-01
WI,Wisconsin,Rock County,55105.0,WI,2013,160355,2013-01-01
WI,Wisconsin,Rusk County,55107.0,WI,2013,14368,2013-01-01
WI,Wisconsin,St. Croix County,55109.0,WI,2013,85649,2013-01-01
WI,Wisconsin,Sauk County,55111.0,WI,2013,62797,2013-01-01
WI,Wisconsin,Sawyer County,55113.0,WI,2013,16477,2013-01-01
WI,Wisconsin,Shawano County,55115.0,WI,2013,41409,2013-01-01
WI,Wisconsin,Sheboygan County,55117.0,WI,2013,114704,2013-01-01
WI,Wisconsin,Taylor County,55119.0,WI,2013,20423,2013-01-01
WI,Wisconsin,Trempealeau County,55121.0,WI,2013,29461,2013-01-01
WI,Wisconsin,Vernon County,55123.0,WI,2013,30091,2013-01-01
WI,Wisconsin,Vilas County,55125.0,WI,2013,21381,2013-01-01
WI,Wisconsin,Walworth County,55127.0,WI,2013,102803,2013-01-01
WI,Wisconsin,Washburn County,55129.0,WI,2013,15660,2013-01-01
WI,Wisconsin,Washington County,55131.0,WI,2013,132928,2013-01-01
WI,Wisconsin,Waukesha County,55133.0,WI,2013,394163,2013-01-01
WI,Wisconsin,Waupaca County,55135.0,WI,2013,52104,2013-01-01
WI,Wisconsin,Waushara County,55137.0,WI,2013,24245,2013-01-01
WI,Wisconsin,Winnebago County,55139.0,WI,2013,169279,2013-01-01
WI,Wisconsin,Wood County,55141.0,WI,2013,73922,2013-01-01
WY,Wyoming,Albany County,56001.0,WY,2013,37559,2013-01-01
WY,Wyoming,Big Horn County,56003.0,WY,2013,11935,2013-01-01
WY,Wyoming,Campbell County,56005.0,WY,2013,48038,2013-01-01
WY,Wyoming,Carbon County,56007.0,WY,2013,15836,2013-01-01
WY,Wyoming,Converse County,56009.0,WY,2013,14366,2013-01-01
WY,Wyoming,Crook County,56011.0,WY,2013,7152,2013-01-01
WY,Wyoming,Fremont County,56013.0,WY,2013,40908,2013-01-01
WY,Wyoming,Goshen County,56015.0,WY,2013,13547,2013-01-01
WY,Wyoming,Hot Springs County,56017.0,WY,2013,4830,2013-01-01
WY,Wyoming,Johnson County,56019.0,WY,2013,8641,2013-01-01
WY,Wyoming,Laramie County,56021.0,WY,2013,95706,2013-01-01
WY,Wyoming,Lincoln County,56023.0,WY,2013,18316,2013-01-01
WY,Wyoming,Natrona County,56025.0,WY,2013,81101,2013-01-01
WY,Wyoming,Niobrara County,56027.0,WY,2013,2545,2013-01-01
WY,Wyoming,Park County,56029.0,WY,2013,29047,2013-01-01
WY,Wyoming,Platte County,56031.0,WY,2013,8709,2013-01-01
