STATE,STNAME,CTYNAME,fips,state,Year,Population,Year_datetime
NE,Nebraska,Boyd County,31015.0,NE,2007,2098,2007-01-01
NE,Nebraska,Brown County,31017.0,NE,2007,3173,2007-01-01
NE,Nebraska,Buffalo County,31019.0,NE,2007,44887,2007-01-01
NE,Nebraska,Burt County,31021.0,NE,2007,7005,2007-01-01
NE,Nebraska,Butler County,31023.0,NE,2007,8394,2007-01-01
NE,Nebraska,Cass County,31025.0,NE,2007,25520,2007-01-01
NE,Nebraska,Cedar County,31027.0,NE,2007,8531,2007-01-01
NE,Nebraska,Chase County,31029.0,NE,2007,3687,2007-01-01
NE,Nebraska,Cherry County,31031.0,NE,2007,5672,2007-01-01
NE,Nebraska,Cheyenne County,31033.0,NE,2007,9892,2007-01-01
NE,Nebraska,Clay County,31035.0,NE,2007,6316,2007-01-01
NE,Nebraska,Colfax County,31037.0,NE,2007,9959,2007-01-01
NE,Nebraska,Cuming County,31039.0,NE,2007,9272,2007-01-01
NE,Nebraska,Custer County,31041.0,NE,2007,10822,2007-01-01
NE,Nebraska,Dakota County,31043.0,NE,2007,20353,2007-01-01
NE,Nebraska,Dawes County,31045.0,NE,2007,8772,2007-01-01
NE,Nebraska,Dawson County,31047.0,NE,2007,24778,2007-01-01
NE,Nebraska,Deuel County,31049.0,NE,2007,1886,2007-01-01
NE,Nebraska,Dixon County,31051.0,NE,2007,6230,2007-01-01
NE,Nebraska,Dodge County,31053.0,NE,2007,35857,2007-01-01
NE,Nebraska,Douglas County,31055.0,NE,2007,497292,2007-01-01
NE,Nebraska,Dundy County,31057.0,NE,2007,1984,2007-01-01
NE,Nebraska,Fillmore County,31059.0,NE,2007,6033,2007-01-01
NE,Nebraska,Franklin County,31061.0,NE,2007,3126,2007-01-01
NE,Nebraska,Frontier County,31063.0,NE,2007,2656,2007-01-01
NE,Nebraska,Furnas County,31065.0,NE,2007,4655,2007-01-01
NE,Nebraska,Gage County,31067.0,NE,2007,23071,2007-01-01
NE,Nebraska,Garden County,31069.0,NE,2007,1843,2007-01-01
NE,Nebraska,Garfield County,31071.0,NE,2007,1724,2007-01-01
NE,Nebraska,Gosper County,31073.0,NE,2007,1960,2007-01-01
NE,Nebraska,Grant County,31075.0,NE,2007,619,2007-01-01
NE,Nebraska,Greeley County,31077.0,NE,2007,2333,2007-01-01
NE,Nebraska,Hall County,31079.0,NE,2007,55385,2007-01-01
NE,Nebraska,Hamilton County,31081.0,NE,2007,9309,2007-01-01
NE,Nebraska,Harlan County,31083.0,NE,2007,3373,2007-01-01
NE,Nebraska,Hayes County,31085.0,NE,2007,964,2007-01-01
NE,Nebraska,Hitchcock County,31087.0,NE,2007,2856,2007-01-01
NE,Nebraska,Holt County,31089.0,NE,2007,10243,2007-01-01
NE,Nebraska,Hooker County,31091.0,NE,2007,722,2007-01-01
NE,Nebraska,Howard County,31093.0,NE,2007,6461,2007-01-01
NE,Nebraska,Jefferson County,31095.0,NE,2007,7454,2007-01-01
NE,Nebraska,Johnson County,31097.0,NE,2007,5043,2007-01-01
NE,Nebraska,Kearney County,31099.0,NE,2007,6573,2007-01-01
NE,Nebraska,Keith County,31101.0,NE,2007,8000,2007-01-01
NE,Nebraska,Keya Paha County,31103.0,NE,2007,841,2007-01-01
NE,Nebraska,Kimball County,31105.0,NE,2007,3609,2007-01-01
NE,Nebraska,Knox County,31107.0,NE,2007,8632,2007-01-01
NE,Nebraska,Lancaster County,31109.0,NE,2007,274333,2007-01-01
NE,Nebraska,Lincoln County,31111.0,NE,2007,35448,2007-01-01
NE,Nebraska,Logan County,31113.0,NE,2007,741,2007-01-01
NE,Nebraska,Loup County,31115.0,NE,2007,673,2007-01-01
NE,Nebraska,McPherson County,31117.0,NE,2007,508,2007-01-01
NE,Nebraska,Madison County,31119.0,NE,2007,34161,2007-01-01
NE,Nebraska,Merrick County,31121.0,NE,2007,7583,2007-01-01
NE,Nebraska,Morrill County,31123.0,NE,2007,5002,2007-01-01
NE,Nebraska,Nance County,31125.0,NE,2007,3539,2007-01-01
NE,Nebraska,Nemaha County,31127.0,NE,2007,6945,2007-01-01
NE,Nebraska,Nuckolls County,31129.0,NE,2007,4504,2007-01-01
NE,Nebraska,Otoe County,31131.0,NE,2007,15522,2007-01-01
NE,Nebraska,Pawnee County,31133.0,NE,2007,2686,2007-01-01
NE,Nebraska,Perkins County,31135.0,NE,2007,2870,2007-01-01
NE,Nebraska,Phelps County,31137.0,NE,2007,9134,2007-01-01
NE,Nebraska,Pierce County,31139.0,NE,2007,7244,2007-01-01
NE,Nebraska,Platte County,31141.0,NE,2007,31805,2007-01-01
NE,Nebraska,Polk County,31143.0,NE,2007,5183,2007-01-01
NE,Nebraska,Red Willow County,31145.0,NE,2007,10648,2007-01-01
NE,Nebraska,Richardson County,31147.0,NE,2007,8299,2007-01-01
NE,Nebraska,Rock County,31149.0,NE,2007,1507,2007-01-01
NE,Nebraska,Saline County,31151.0,NE,2007,13821,2007-01-01
NE,Nebraska,Sarpy County,31153.0,NE,2007,146249,2007-01-01
NE,Nebraska,Saunders County,31155.0,NE,2007,20138,2007-01-01
NE,Nebraska,Scotts Bluff County,31157.0,NE,2007,36390,2007-01-01
NE,Nebraska,Seward County,31159.0,NE,2007,16476,2007-01-01
NE,Nebraska,Sheridan County,31161.0,NE,2007,5402,2007-01-01
NE,Nebraska,Sherman County,31163.0,NE,2007,2944,2007-01-01
NE,Nebraska,Sioux County,31165.0,NE,2007,1359,2007-01-01
NE,Nebraska,Stanton County,31167.0,NE,2007,6346,2007-01-01
NE,Nebraska,Thayer County,31169.0,NE,2007,5157,2007-01-01
NE,Nebraska,Thomas County,31171.0,NE,2007,600,2007-01-01
NE,Nebraska,Thurston County,31173.0,NE,2007,7265,2007-01-01
NE,Nebraska,Valley County,31175.0,NE,2007,4236,2007-01-01
NE,Nebraska,Washington County,31177.0,NE,2007,19849,2007-01-01
NE,Nebraska,Wayne County,31179.0,NE,2007,9260,2007-01-01
NE,Nebraska,Webster County,31181.0,NE,2007,3574,2007-01-01
NE,Nebraska,Wheeler County,31183.0,NE,2007,796,2007-01-01
NE,Nebraska,York County,31185.0,NE,2007,14222,2007-01-01
NV,Nevada,Churchill County,32001.0,NV,2007,24733,2007-01-01
NV,Nevada,Clark County,32003.0,NV,2007,1838635,2007-01-01
NV,Nevada,Douglas County,32005.0,NV,2007,45775,2007-01-01
NV,Nevada,Elko County,32007.0,NV,2007,46993,2007-01-01
NV,Nevada,Esmeralda County,32009.0,NV,2007,689,2007-01-01
NV,Nevada,Eureka County,32011.0,NV,2007,1536,2007-01-01
NV,Nevada,Humboldt County,32013.0,NV,2007,17617,2007-01-01
NV,Nevada,Lander County,32015.0,NV,2007,5085,2007-01-01
NV,Nevada,Lincoln County,32017.0,NV,2007,4455,2007-01-01
NV,Nevada,Lyon County,32019.0,NV,2007,52305,2007-01-01
NV,Nevada,Mineral County,32021.0,NV,2007,4753,2007-01-01
NV,Nevada,Nye County,32023.0,NV,2007,44067,2007-01-01
NV,Nevada,Pershing County,32027.0,NV,2007,6376,2007-01-01
NV,Nevada,Storey County,32029.0,NV,2007,4281,2007-01-01
NV,Nevada,Washoe County,32031.0,NV,2007,406335,2007-01-01
NV,Nevada,White Pine County,32033.0,NV,2007,9110,2007-01-01
NV,Nevada,Carson City,32510.0,NV,2007,55007,2007-01-01
NH,New Hampshire,Belknap County,33001.0,NH,2007,61027,2007-01-01
NH,New Hampshire,Carroll County,33003.0,NH,2007,47877,2007-01-01
NH,New Hampshire,Cheshire County,33005.0,NH,2007,77445,2007-01-01
NH,New Hampshire,Coos County,33007.0,NH,2007,32317,2007-01-01
NH,New Hampshire,Grafton County,33009.0,NH,2007,85573,2007-01-01
NH,New Hampshire,Hillsborough County,33011.0,NH,2007,402731,2007-01-01
NH,New Hampshire,Merrimack County,33013.0,NH,2007,148584,2007-01-01
NH,New Hampshire,Rockingham County,33015.0,NH,2007,296937,2007-01-01
NH,New Hampshire,Strafford County,33017.0,NH,2007,122097,2007-01-01
NH,New Hampshire,Sullivan County,33019.0,NH,2007,42755,2007-01-01
NJ,New Jersey,Atlantic County,34001.0,NJ,2007,269945,2007-01-01
NJ,New Jersey,Bergen County,34003.0,NJ,2007,885664,2007-01-01
NJ,New Jersey,Burlington County,34005.0,NJ,2007,446314,2007-01-01
NJ,New Jersey,Camden County,34007.0,NJ,2007,517559,2007-01-01
NJ,New Jersey,Cape May County,34009.0,NJ,2007,96700,2007-01-01
NJ,New Jersey,Cumberland County,34011.0,NJ,2007,155402,2007-01-01
NJ,New Jersey,Essex County,34013.0,NJ,2007,769139,2007-01-01
NJ,New Jersey,Gloucester County,34015.0,NJ,2007,286056,2007-01-01
NJ,New Jersey,Hudson County,34017.0,NJ,2007,589377,2007-01-01
NJ,New Jersey,Hunterdon County,34019.0,NJ,2007,129655,2007-01-01
NJ,New Jersey,Mercer County,34021.0,NJ,2007,363402,2007-01-01
NJ,New Jersey,Middlesex County,34023.0,NJ,2007,779830,2007-01-01
NJ,New Jersey,Monmouth County,34025.0,NJ,2007,641036,2007-01-01
NJ,New Jersey,Morris County,34027.0,NJ,2007,485592,2007-01-01
NJ,New Jersey,Ocean County,34029.0,NJ,2007,565525,2007-01-01
NJ,New Jersey,Passaic County,34031.0,NJ,2007,487067,2007-01-01
NJ,New Jersey,Salem County,34033.0,NJ,2007,65981,2007-01-01
NJ,New Jersey,Somerset County,34035.0,NJ,2007,320745,2007-01-01
NJ,New Jersey,Sussex County,34037.0,NJ,2007,151632,2007-01-01
NJ,New Jersey,Union County,34039.0,NJ,2007,519738,2007-01-01
NJ,New Jersey,Warren County,34041.0,NJ,2007,109684,2007-01-01
NM,New Mexico,Bernalillo County,35001.0,NM,2007,628825,2007-01-01
NM,New Mexico,Catron County,35003.0,NM,2007,3458,2007-01-01
NM,New Mexico,Chaves County,35005.0,NM,2007,62429,2007-01-01
NM,New Mexico,Cibola County,35006.0,NM,2007,27209,2007-01-01
NM,New Mexico,Colfax County,35007.0,NM,2007,13178,2007-01-01
NM,New Mexico,Curry County,35009.0,NM,2007,45108,2007-01-01
NM,New Mexico,De Baca County,35011.0,NM,2007,1871,2007-01-01
NM,New Mexico,Do̱a Ana County,35013.0,NM,2007,198205,2007-01-01
NM,New Mexico,Eddy County,35015.0,NM,2007,51256,2007-01-01
NM,New Mexico,Grant County,35017.0,NM,2007,29890,2007-01-01
NM,New Mexico,Guadalupe County,35019.0,NM,2007,4408,2007-01-01
NM,New Mexico,Harding County,35021.0,NM,2007,710,2007-01-01
NM,New Mexico,Hidalgo County,35023.0,NM,2007,5015,2007-01-01
NM,New Mexico,Lea County,35025.0,NM,2007,57952,2007-01-01
NM,New Mexico,Lincoln County,35027.0,NM,2007,20832,2007-01-01
NM,New Mexico,Los Alamos County,35028.0,NM,2007,18546,2007-01-01
NM,New Mexico,Luna County,35029.0,NM,2007,26800,2007-01-01
NM,New Mexico,McKinley County,35031.0,NM,2007,69899,2007-01-01
NM,New Mexico,Mora County,35033.0,NM,2007,5044,2007-01-01
NM,New Mexico,Otero County,35035.0,NM,2007,63306,2007-01-01
NM,New Mexico,Quay County,35037.0,NM,2007,8984,2007-01-01
NM,New Mexico,Rio Arriba County,35039.0,NM,2007,40778,2007-01-01
NM,New Mexico,Roosevelt County,35041.0,NM,2007,19044,2007-01-01
NM,New Mexico,Sandoval County,35043.0,NM,2007,117824,2007-01-01
NM,New Mexico,San Juan County,35045.0,NM,2007,122289,2007-01-01
NM,New Mexico,San Miguel County,35047.0,NM,2007,28506,2007-01-01
NM,New Mexico,Santa Fe County,35049.0,NM,2007,143369,2007-01-01
NM,New Mexico,Sierra County,35051.0,NM,2007,12478,2007-01-01
NM,New Mexico,Socorro County,35053.0,NM,2007,18150,2007-01-01
NM,New Mexico,Taos County,35055.0,NM,2007,31614,2007-01-01
NM,New Mexico,Torrance County,35057.0,NM,2007,16577,2007-01-01
NM,New Mexico,Union County,35059.0,NM,2007,3718,2007-01-01
NM,New Mexico,Valencia County,35061.0,NM,2007,71459,2007-01-01
NY,New York,Albany County,36001.0,NY,2007,298246,2007-01-01
NY,New York,Allegany County,36003.0,NY,2007,49183,2007-01-01
NY,New York,Bronx County,36005.0,NY,2007,1385122,2007-01-01
NY,New York,Broome County,36007.0,NY,2007,194978,2007-01-01
NY,New York,Cattaraugus County,36009.0,NY,2007,80253,2007-01-01
NY,New York,Cayuga County,36011.0,NY,2007,79932,2007-01-01
NY,New York,Chautauqua County,36013.0,NY,2007,134014,2007-01-01
NY,New York,Chemung County,36015.0,NY,2007,88058,2007-01-01
NY,New York,Chenango County,36017.0,NY,2007,51132,2007-01-01
NY,New York,Clinton County,36019.0,NY,2007,81865,2007-01-01
NY,New York,Columbia County,36021.0,NY,2007,62284,2007-01-01
NY,New York,Cortland County,36023.0,NY,2007,48313,2007-01-01
NY,New York,Delaware County,36025.0,NY,2007,46287,2007-01-01
NY,New York,Dutchess County,36027.0,NY,2007,291815,2007-01-01
NY,New York,Erie County,36029.0,NY,2007,911784,2007-01-01
NY,New York,Essex County,36031.0,NY,2007,37856,2007-01-01
NY,New York,Franklin County,36033.0,NY,2007,50482,2007-01-01
NY,New York,Fulton County,36035.0,NY,2007,55075,2007-01-01
NY,New York,Genesee County,36037.0,NY,2007,58159,2007-01-01
NY,New York,Greene County,36039.0,NY,2007,49170,2007-01-01
NY,New York,Hamilton County,36041.0,NY,2007,5016,2007-01-01
NY,New York,Herkimer County,36043.0,NY,2007,62433,2007-01-01
NY,New York,Jefferson County,36045.0,NY,2007,117957,2007-01-01
NY,New York,Kings County,36047.0,NY,2007,2539206,2007-01-01
NY,New York,Lewis County,36049.0,NY,2007,26322,2007-01-01
NY,New York,Livingston County,36051.0,NY,2007,63123,2007-01-01
NY,New York,Madison County,36053.0,NY,2007,70049,2007-01-01
NY,New York,Monroe County,36055.0,NY,2007,730629,2007-01-01
NY,New York,Montgomery County,36057.0,NY,2007,48606,2007-01-01
NY,New York,Nassau County,36059.0,NY,2007,1353061,2007-01-01
NY,New York,New York County,36061.0,NY,2007,1625251,2007-01-01
NY,New York,Niagara County,36063.0,NY,2007,214181,2007-01-01
NY,New York,Oneida County,36065.0,NY,2007,230948,2007-01-01
NY,New York,Onondaga County,36067.0,NY,2007,452944,2007-01-01
NY,New York,Ontario County,36069.0,NY,2007,103834,2007-01-01
NY,New York,Orange County,36071.0,NY,2007,376226,2007-01-01
NY,New York,Orleans County,36073.0,NY,2007,42370,2007-01-01
NY,New York,Oswego County,36075.0,NY,2007,121444,2007-01-01
NY,New York,Otsego County,36077.0,NY,2007,62194,2007-01-01
NY,New York,Putnam County,36079.0,NY,2007,99012,2007-01-01
NY,New York,Queens County,36081.0,NY,2007,2277779,2007-01-01
NY,New York,Rensselaer County,36083.0,NY,2007,155294,2007-01-01
NY,New York,Richmond County,36085.0,NY,2007,482854,2007-01-01
NY,New York,Rockland County,36087.0,NY,2007,297005,2007-01-01
NY,New York,St. Lawrence County,36089.0,NY,2007,109594,2007-01-01
NY,New York,Saratoga County,36091.0,NY,2007,216259,2007-01-01
NY,New York,Schenectady County,36093.0,NY,2007,150288,2007-01-01
NY,New York,Schoharie County,36095.0,NY,2007,31932,2007-01-01
NY,New York,Schuyler County,36097.0,NY,2007,18923,2007-01-01
NY,New York,Seneca County,36099.0,NY,2007,34276,2007-01-01
NY,New York,Steuben County,36101.0,NY,2007,96430,2007-01-01
NY,New York,Suffolk County,36103.0,NY,2007,1511732,2007-01-01
NY,New York,Sullivan County,36105.0,NY,2007,76403,2007-01-01
NY,New York,Tioga County,36107.0,NY,2007,50402,2007-01-01
NY,New York,Tompkins County,36109.0,NY,2007,100413,2007-01-01
NY,New York,Ulster County,36111.0,NY,2007,181530,2007-01-01
NY,New York,Warren County,36113.0,NY,2007,65804,2007-01-01
NY,New York,Washington County,36115.0,NY,2007,62577,2007-01-01
NY,New York,Wayne County,36117.0,NY,2007,91529,2007-01-01
NY,New York,Westchester County,36119.0,NY,2007,946563,2007-01-01
NY,New York,Wyoming County,36121.0,NY,2007,41841,2007-01-01
NY,New York,Yates County,36123.0,NY,2007,24535,2007-01-01
NC,North Carolina,Alamance County,37001.0,NC,2007,144824,2007-01-01
NC,North Carolina,Alexander County,37003.0,NC,2007,36389,2007-01-01
NC,North Carolina,Alleghany County,37005.0,NC,2007,10963,2007-01-01
NC,North Carolina,Anson County,37007.0,NC,2007,25194,2007-01-01
NC,North Carolina,Ashe County,37009.0,NC,2007,25485,2007-01-01
NC,North Carolina,Avery County,37011.0,NC,2007,17831,2007-01-01
NC,North Carolina,Beaufort County,37013.0,NC,2007,45853,2007-01-01
NC,North Carolina,Bertie County,37015.0,NC,2007,19461,2007-01-01
NC,North Carolina,Bladen County,37017.0,NC,2007,32320,2007-01-01
NC,North Carolina,Brunswick County,37019.0,NC,2007,99724,2007-01-01
NC,North Carolina,Buncombe County,37021.0,NC,2007,226823,2007-01-01
NC,North Carolina,Burke County,37023.0,NC,2007,88827,2007-01-01
NC,North Carolina,Cabarrus County,37025.0,NC,2007,162740,2007-01-01
NC,North Carolina,Caldwell County,37027.0,NC,2007,79357,2007-01-01
NC,North Carolina,Camden County,37029.0,NC,2007,9427,2007-01-01
NC,North Carolina,Carteret County,37031.0,NC,2007,63334,2007-01-01
NC,North Carolina,Caswell County,37033.0,NC,2007,23233,2007-01-01
NC,North Carolina,Catawba County,37035.0,NC,2007,155532,2007-01-01
NC,North Carolina,Chatham County,37037.0,NC,2007,61391,2007-01-01
NC,North Carolina,Cherokee County,37039.0,NC,2007,26507,2007-01-01
NC,North Carolina,Chowan County,37041.0,NC,2007,14738,2007-01-01
NC,North Carolina,Clay County,37043.0,NC,2007,10154,2007-01-01
NC,North Carolina,Cleveland County,37045.0,NC,2007,98307,2007-01-01
NC,North Carolina,Columbus County,37047.0,NC,2007,54007,2007-01-01
NC,North Carolina,Craven County,37049.0,NC,2007,96571,2007-01-01
NC,North Carolina,Cumberland County,37051.0,NC,2007,308724,2007-01-01
NC,North Carolina,Currituck County,37053.0,NC,2007,23869,2007-01-01
NC,North Carolina,Dare County,37055.0,NC,2007,34019,2007-01-01
NC,North Carolina,Davidson County,37057.0,NC,2007,156042,2007-01-01
NC,North Carolina,Davie County,37059.0,NC,2007,40517,2007-01-01
NC,North Carolina,Duplin County,37061.0,NC,2007,52371,2007-01-01
NC,North Carolina,Durham County,37063.0,NC,2007,255800,2007-01-01
NC,North Carolina,Edgecombe County,37065.0,NC,2007,52341,2007-01-01
NC,North Carolina,Forsyth County,37067.0,NC,2007,347960,2007-01-01
NC,North Carolina,Franklin County,37069.0,NC,2007,57209,2007-01-01
NC,North Carolina,Gaston County,37071.0,NC,2007,202364,2007-01-01
NC,North Carolina,Gates County,37073.0,NC,2007,11737,2007-01-01
NC,North Carolina,Graham County,37075.0,NC,2007,7915,2007-01-01
NC,North Carolina,Granville County,37077.0,NC,2007,56256,2007-01-01
NC,North Carolina,Greene County,37079.0,NC,2007,20676,2007-01-01
NC,North Carolina,Guilford County,37081.0,NC,2007,464924,2007-01-01
NC,North Carolina,Halifax County,37083.0,NC,2007,55178,2007-01-01
NC,North Carolina,Harnett County,37085.0,NC,2007,108606,2007-01-01
NC,North Carolina,Haywood County,37087.0,NC,2007,56671,2007-01-01
NC,North Carolina,Henderson County,37089.0,NC,2007,100636,2007-01-01
NC,North Carolina,Hertford County,37091.0,NC,2007,23278,2007-01-01
NC,North Carolina,Hoke County,37093.0,NC,2007,42293,2007-01-01
NC,North Carolina,Hyde County,37095.0,NC,2007,5194,2007-01-01
NC,North Carolina,Iredell County,37097.0,NC,2007,151442,2007-01-01
NC,North Carolina,Jackson County,37099.0,NC,2007,36447,2007-01-01
NC,North Carolina,Johnston County,37101.0,NC,2007,156916,2007-01-01
NC,North Carolina,Jones County,37103.0,NC,2007,10031,2007-01-01
NC,North Carolina,Lee County,37105.0,NC,2007,57836,2007-01-01
NC,North Carolina,Lenoir County,37107.0,NC,2007,56657,2007-01-01
NC,North Carolina,Lincoln County,37109.0,NC,2007,72838,2007-01-01
NC,North Carolina,McDowell County,37111.0,NC,2007,43593,2007-01-01
NC,North Carolina,Macon County,37113.0,NC,2007,32685,2007-01-01
NC,North Carolina,Madison County,37115.0,NC,2007,20242,2007-01-01
NC,North Carolina,Martin County,37117.0,NC,2007,23629,2007-01-01
NC,North Carolina,Mecklenburg County,37119.0,NC,2007,865573,2007-01-01
NC,North Carolina,Mitchell County,37121.0,NC,2007,15693,2007-01-01
NC,North Carolina,Montgomery County,37123.0,NC,2007,27464,2007-01-01
NC,North Carolina,Moore County,37125.0,NC,2007,84703,2007-01-01
NC,North Carolina,Nash County,37127.0,NC,2007,93178,2007-01-01
NC,North Carolina,New Hanover County,37129.0,NC,2007,190074,2007-01-01
NC,North Carolina,Northampton County,37131.0,NC,2007,20697,2007-01-01
NC,North Carolina,Onslow County,37133.0,NC,2007,163613,2007-01-01
NC,North Carolina,Orange County,37135.0,NC,2007,124729,2007-01-01
NC,North Carolina,Pamlico County,37137.0,NC,2007,12426,2007-01-01
NC,North Carolina,Pasquotank County,37139.0,NC,2007,40821,2007-01-01
NC,North Carolina,Pender County,37141.0,NC,2007,49719,2007-01-01
NC,North Carolina,Perquimans County,37143.0,NC,2007,12446,2007-01-01
NC,North Carolina,Person County,37145.0,NC,2007,37298,2007-01-01
NC,North Carolina,Pitt County,37147.0,NC,2007,152148,2007-01-01
NC,North Carolina,Polk County,37149.0,NC,2007,19138,2007-01-01
NC,North Carolina,Randolph County,37151.0,NC,2007,139318,2007-01-01
NC,North Carolina,Richmond County,37153.0,NC,2007,45940,2007-01-01
NC,North Carolina,Robeson County,37155.0,NC,2007,127782,2007-01-01
NC,North Carolina,Rockingham County,37157.0,NC,2007,92045,2007-01-01
NC,North Carolina,Rowan County,37159.0,NC,2007,137337,2007-01-01
NC,North Carolina,Rutherford County,37161.0,NC,2007,63103,2007-01-01
NC,North Carolina,Sampson County,37163.0,NC,2007,63094,2007-01-01
NC,North Carolina,Scotland County,37165.0,NC,2007,36427,2007-01-01
NC,North Carolina,Stanly County,37167.0,NC,2007,59183,2007-01-01
NC,North Carolina,Stokes County,37169.0,NC,2007,46031,2007-01-01
NC,North Carolina,Surry County,37171.0,NC,2007,72126,2007-01-01
NC,North Carolina,Swain County,37173.0,NC,2007,13345,2007-01-01
NC,North Carolina,Transylvania County,37175.0,NC,2007,29958,2007-01-01
NC,North Carolina,Tyrrell County,37177.0,NC,2007,4159,2007-01-01
NC,North Carolina,Union County,37179.0,NC,2007,184479,2007-01-01
NC,North Carolina,Vance County,37181.0,NC,2007,42950,2007-01-01
NC,North Carolina,Wake County,37183.0,NC,2007,831746,2007-01-01
NC,North Carolina,Warren County,37185.0,NC,2007,19514,2007-01-01
NC,North Carolina,Washington County,37187.0,NC,2007,12873,2007-01-01
NC,North Carolina,Watauga County,37189.0,NC,2007,44584,2007-01-01
NC,North Carolina,Wayne County,37191.0,NC,2007,113300,2007-01-01
NC,North Carolina,Wilkes County,37193.0,NC,2007,66662,2007-01-01
NC,North Carolina,Wilson County,37195.0,NC,2007,76622,2007-01-01
NC,North Carolina,Yadkin County,37197.0,NC,2007,37489,2007-01-01
NC,North Carolina,Yancey County,37199.0,NC,2007,18399,2007-01-01
ND,North Dakota,Adams County,38001.0,ND,2007,2293,2007-01-01
ND,North Dakota,Barnes County,38003.0,ND,2007,10807,2007-01-01
ND,North Dakota,Benson County,38005.0,ND,2007,6878,2007-01-01
ND,North Dakota,Billings County,38007.0,ND,2007,785,2007-01-01
ND,North Dakota,Bottineau County,38009.0,ND,2007,6377,2007-01-01
ND,North Dakota,Bowman County,38011.0,ND,2007,2938,2007-01-01
ND,North Dakota,Burke County,38013.0,ND,2007,1839,2007-01-01
ND,North Dakota,Burleigh County,38015.0,ND,2007,77178,2007-01-01
ND,North Dakota,Cass County,38017.0,ND,2007,137717,2007-01-01
ND,North Dakota,Cavalier County,38019.0,ND,2007,3838,2007-01-01
ND,North Dakota,Dickey County,38021.0,ND,2007,5380,2007-01-01
ND,North Dakota,Divide County,38023.0,ND,2007,2009,2007-01-01
ND,North Dakota,Dunn County,38025.0,ND,2007,3290,2007-01-01
ND,North Dakota,Eddy County,38027.0,ND,2007,2419,2007-01-01
ND,North Dakota,Emmons County,38029.0,ND,2007,3509,2007-01-01
ND,North Dakota,Foster County,38031.0,ND,2007,3444,2007-01-01
ND,North Dakota,Golden Valley County,38033.0,ND,2007,1652,2007-01-01
ND,North Dakota,Grand Forks County,38035.0,ND,2007,66064,2007-01-01
ND,North Dakota,Grant County,38037.0,ND,2007,2434,2007-01-01
ND,North Dakota,Griggs County,38039.0,ND,2007,2373,2007-01-01
ND,North Dakota,Hettinger County,38041.0,ND,2007,2395,2007-01-01
ND,North Dakota,Kidder County,38043.0,ND,2007,2316,2007-01-01
ND,North Dakota,LaMoure County,38045.0,ND,2007,4096,2007-01-01
ND,North Dakota,Logan County,38047.0,ND,2007,1952,2007-01-01
ND,North Dakota,McHenry County,38049.0,ND,2007,5214,2007-01-01
ND,North Dakota,McIntosh County,38051.0,ND,2007,2723,2007-01-01
ND,North Dakota,McKenzie County,38053.0,ND,2007,5540,2007-01-01
ND,North Dakota,McLean County,38055.0,ND,2007,8342,2007-01-01
ND,North Dakota,Mercer County,38057.0,ND,2007,7967,2007-01-01
ND,North Dakota,Morton County,38059.0,ND,2007,25845,2007-01-01
ND,North Dakota,Mountrail County,38061.0,ND,2007,6482,2007-01-01
ND,North Dakota,Nelson County,38063.0,ND,2007,3224,2007-01-01
ND,North Dakota,Oliver County,38065.0,ND,2007,1705,2007-01-01
ND,North Dakota,Pembina County,38067.0,ND,2007,7580,2007-01-01
ND,North Dakota,Pierce County,38069.0,ND,2007,4095,2007-01-01
ND,North Dakota,Ramsey County,38071.0,ND,2007,11223,2007-01-01
ND,North Dakota,Ransom County,38073.0,ND,2007,5745,2007-01-01
ND,North Dakota,Renville County,38075.0,ND,2007,2260,2007-01-01
ND,North Dakota,Richland County,38077.0,ND,2007,16501,2007-01-01
ND,North Dakota,Rolette County,38079.0,ND,2007,13643,2007-01-01
ND,North Dakota,Sargent County,38081.0,ND,2007,4079,2007-01-01
ND,North Dakota,Sheridan County,38083.0,ND,2007,1310,2007-01-01
ND,North Dakota,Sioux County,38085.0,ND,2007,4140,2007-01-01
ND,North Dakota,Slope County,38087.0,ND,2007,652,2007-01-01
ND,North Dakota,Stark County,38089.0,ND,2007,22404,2007-01-01
ND,North Dakota,Steele County,38091.0,ND,2007,1842,2007-01-01
ND,North Dakota,Stutsman County,38093.0,ND,2007,20449,2007-01-01
ND,North Dakota,Towner County,38095.0,ND,2007,2300,2007-01-01
ND,North Dakota,Traill County,38097.0,ND,2007,8071,2007-01-01
ND,North Dakota,Walsh County,38099.0,ND,2007,11007,2007-01-01
ND,North Dakota,Ward County,38101.0,ND,2007,56092,2007-01-01
ND,North Dakota,Wells County,38103.0,ND,2007,4218,2007-01-01
ND,North Dakota,Williams County,38105.0,ND,2007,19566,2007-01-01
OH,Ohio,Adams County,39001.0,OH,2007,28098,2007-01-01
OH,Ohio,Allen County,39003.0,OH,2007,104895,2007-01-01
OH,Ohio,Ashland County,39005.0,OH,2007,54810,2007-01-01
OH,Ohio,Ashtabula County,39007.0,OH,2007,101400,2007-01-01
OH,Ohio,Athens County,39009.0,OH,2007,62863,2007-01-01
OH,Ohio,Auglaize County,39011.0,OH,2007,46513,2007-01-01
OH,Ohio,Belmont County,39013.0,OH,2007,68409,2007-01-01
OH,Ohio,Brown County,39015.0,OH,2007,43810,2007-01-01
OH,Ohio,Butler County,39017.0,OH,2007,358116,2007-01-01
OH,Ohio,Carroll County,39019.0,OH,2007,28769,2007-01-01
